Intersection Name,Intersection ID,dt_bin,Direction,Movement Type,Vehicle Classification,Number of Vehicles
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 17:45:00,NB,LT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 17:45:00,NB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 17:45:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 17:45:00,WB,THRU,Car,132
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 17:45:00,WB,RT,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 17:45:00,WB,RT,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 17:45:00,WB,RT,Car,180
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:00:00,NB,LT,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:00:00,NB,THRU,SingleUnitTruck,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:00:00,NB,THRU,Car,852
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:00:00,NB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:00:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:00:00,WB,THRU,Car,264
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:00:00,WB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:00:00,WB,RT,Car,168
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:15:00,NB,LT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:15:00,NB,THRU,Car,900
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:15:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:15:00,NB,LT,Car,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:15:00,WB,THRU,Car,228
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:15:00,WB,RT,Car,192
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:15:00,WB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:15:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:30:00,NB,THRU,Bus,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:30:00,NB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:30:00,NB,LT,Car,60
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:30:00,NB,THRU,Car,900
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:30:00,NB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:30:00,WB,THRU,Car,216
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:30:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:30:00,WB,RT,Car,192
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:30:00,WB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:45:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:45:00,NB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:45:00,NB,LT,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:45:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:45:00,NB,THRU,Car,1020
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:45:00,WB,RT,Car,192
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:45:00,WB,THRU,Car,324
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 18:45:00,WB,RT,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:00:00,NB,LT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:00:00,NB,THRU,Car,1056
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:00:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:00:00,NB,LT,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:00:00,WB,THRU,Car,264
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:00:00,WB,RT,Car,180
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:15:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:15:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:15:00,NB,THRU,WorkVan,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:15:00,NB,THRU,SingleUnitTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:15:00,NB,THRU,Car,888
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:15:00,WB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:15:00,WB,RT,Car,180
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:15:00,WB,THRU,Car,240
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:30:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:30:00,NB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:30:00,NB,THRU,Car,1056
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:30:00,NB,THRU,WorkVan,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:30:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:30:00,WB,RT,Car,240
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:30:00,WB,THRU,Car,276
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:45:00,NB,THRU,WorkVan,60
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:45:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:45:00,NB,LT,Car,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:45:00,NB,THRU,Car,1248
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:45:00,WB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:45:00,WB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:45:00,WB,THRU,Car,180
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 19:45:00,WB,RT,Car,180
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:00:00,NB,LT,Car,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:00:00,NB,THRU,Bus,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:00:00,NB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:00:00,NB,THRU,Car,1380
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:00:00,WB,RT,Car,204
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:00:00,WB,THRU,Car,204
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:00:00,WB,RT,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:15:00,NB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:15:00,NB,THRU,Bus,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:15:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:15:00,NB,THRU,Car,1116
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:15:00,NB,LT,Car,72
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:15:00,WB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:15:00,WB,THRU,Car,276
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:15:00,WB,RT,Car,240
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:15:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:15:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:30:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:30:00,NB,THRU,Bus,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:30:00,NB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:30:00,NB,THRU,Car,1320
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:30:00,NB,LT,Car,72
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:30:00,WB,RT,Car,180
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:30:00,WB,THRU,Car,420
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:30:00,WB,THRU,Bus,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:45:00,NB,THRU,WorkVan,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:45:00,NB,THRU,Car,1128
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:45:00,NB,LT,Car,60
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:45:00,WB,THRU,Car,408
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:45:00,WB,RT,Bus,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 20:45:00,WB,RT,Car,372
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:00:00,NB,THRU,Bus,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:00:00,NB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:00:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:00:00,NB,THRU,Car,756
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:00:00,WB,RT,Car,312
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:00:00,WB,THRU,Car,372
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:00:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:15:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:15:00,NB,THRU,SingleUnitTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:15:00,NB,THRU,Car,768
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:15:00,NB,THRU,MotorizedVehicle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:15:00,WB,THRU,Car,336
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:15:00,WB,RT,Car,312
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:15:00,WB,RT,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:15:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:30:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:30:00,NB,THRU,Bus,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:30:00,NB,THRU,Car,1020
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:30:00,NB,LT,Car,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:30:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:30:00,WB,THRU,Car,444
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:30:00,WB,RT,Car,324
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:45:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:45:00,NB,THRU,Car,708
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:45:00,NB,THRU,Bus,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:45:00,NB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:45:00,WB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:45:00,WB,THRU,Car,204
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:45:00,WB,RT,Car,180
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 21:45:00,WB,RT,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:00:00,NB,THRU,Car,672
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:00:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:00:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:00:00,WB,RT,Car,72
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:00:00,WB,THRU,Car,144
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:00:00,WB,RT,MotorizedVehicle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:00:00,WB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:15:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:15:00,NB,THRU,Car,468
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:15:00,WB,RT,Car,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:15:00,WB,THRU,MotorizedVehicle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:15:00,WB,THRU,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:30:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:30:00,NB,THRU,Car,420
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:30:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:30:00,WB,THRU,MotorizedVehicle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:30:00,WB,THRU,Car,108
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:45:00,NB,THRU,Car,324
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:45:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:45:00,WB,THRU,Bus,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:45:00,WB,RT,Car,60
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 22:45:00,WB,THRU,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:00:00,NB,THRU,Car,372
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:00:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:00:00,WB,THRU,Car,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:15:00,NB,THRU,Car,408
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:15:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:15:00,WB,RT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:15:00,WB,THRU,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:30:00,NB,THRU,Car,360
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:30:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:30:00,NB,THRU,MotorizedVehicle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:30:00,WB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:30:00,WB,THRU,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:30:00,WB,RT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:30:00,WB,RT,MotorizedVehicle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:45:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:45:00,NB,THRU,Car,252
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:45:00,WB,RT,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:45:00,WB,THRU,MotorizedVehicle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-03 23:45:00,WB,THRU,Car,60
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:00:00,NB,THRU,Car,312
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:00:00,NB,LT,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:00:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:00:00,WB,RT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:00:00,WB,THRU,MotorizedVehicle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:00:00,WB,THRU,Car,60
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:15:00,NB,THRU,Car,252
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:15:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:15:00,NB,THRU,MotorizedVehicle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:15:00,WB,RT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:15:00,WB,THRU,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:30:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:30:00,NB,THRU,Car,288
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:30:00,WB,THRU,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:30:00,WB,RT,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:45:00,NB,THRU,Car,144
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:45:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:45:00,WB,THRU,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 00:45:00,WB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:00:00,NB,LT,MotorizedVehicle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:00:00,NB,THRU,Car,168
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:00:00,WB,THRU,Car,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:15:00,NB,THRU,Car,144
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:15:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:15:00,WB,THRU,Car,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:30:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:30:00,NB,THRU,Car,180
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:30:00,WB,RT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:30:00,WB,THRU,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:45:00,NB,THRU,Car,144
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:45:00,WB,THRU,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 01:45:00,WB,RT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:00:00,NB,THRU,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:00:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:00:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:00:00,WB,RT,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:00:00,WB,RT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:00:00,WB,THRU,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:15:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:15:00,NB,THRU,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:15:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:15:00,WB,RT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:15:00,WB,THRU,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:30:00,NB,THRU,Car,168
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:30:00,NB,LT,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:30:00,WB,THRU,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:30:00,WB,RT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:45:00,NB,THRU,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:45:00,WB,RT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:45:00,WB,THRU,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 02:45:00,WB,RT,MotorizedVehicle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:00:00,NB,THRU,Car,156
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:00:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:00:00,WB,THRU,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:15:00,NB,THRU,Car,108
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:15:00,WB,THRU,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:30:00,NB,THRU,Car,168
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:30:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:30:00,WB,RT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:30:00,WB,THRU,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:30:00,WB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:45:00,NB,THRU,Car,144
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:45:00,NB,LT,MotorizedVehicle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 03:45:00,WB,THRU,Car,60
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:00:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:00:00,NB,THRU,Car,84
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:00:00,NB,THRU,Bus,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:00:00,WB,THRU,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:15:00,NB,THRU,Car,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:15:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:15:00,WB,THRU,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:30:00,NB,THRU,Car,84
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:30:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:30:00,WB,RT,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:30:00,WB,THRU,Car,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:45:00,NB,THRU,Car,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:45:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:45:00,WB,THRU,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 04:45:00,WB,RT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:00:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:00:00,NB,THRU,Car,60
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:00:00,WB,RT,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:15:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:15:00,NB,THRU,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:15:00,WB,THRU,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:30:00,NB,THRU,Car,84
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:30:00,WB,RT,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:30:00,WB,THRU,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:30:00,WB,RT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:45:00,NB,THRU,Car,84
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:45:00,WB,THRU,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 05:45:00,WB,RT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 06:00:00,NB,THRU,Car,72
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 06:00:00,WB,THRU,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 06:00:00,WB,RT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 06:15:00,NB,THRU,Car,72
Grand Blvd W and Jeffries Fwy NSD,ce13,2019-12-04 06:15:00,NB,LT,Car,12
